Title,Link,Published_Date,Abstract,Lead Paragraph,Body Text,Newspaper
"Israeli Forces Will Move Into Rafah, Cease-Fire Deal or Not, Netanyahu Says",https://www.nytimes.com/2024/02/25/world/middleeast/israel-gaza-rafah.html,2024-02-26T00:02:44+0000,"Amid signs of progress toward a pause in the fighting, Prime Minister Benjamin Netanyahu said Israeli forces planned to keep pushing into Gaza.",Prime Minister Benjamin Netanyahu said Sunday that Israeli forces would push into the southern Gaza Strip city of Rafah regardless of the outcome of talks to pause the fighting that appear to have been making some progress in recent days.,,The New York Times
"Sunken Ship Carried Fertilizer That Threatens Red Sea, U.S. Says",https://www.nytimes.com/2024/03/03/world/middleeast/rubymar-cargo-ship-houthis-red-sea.html,2024-03-03T08:27:13+0000,"The U.S. Central Command said the 21,000 metric tons of ammonium phosphate sulfate fertilizer presented “an environmental risk,” while the vessel posed an “impact risk.”","A British-owned cargo ship sank in the Red Sea about two weeks after being damaged in a missile attack by the Iran-backed Houthi militia, and the fertilizer it was carrying now posed an environmental risk, the United States military said late Saturday.",,The New York Times
Rally in Michigan Urges Protest Vote Against Biden’s Israel Policies,https://www.nytimes.com/2024/02/25/us/biden-michigan-israel-gaza.html,2024-02-26T04:13:54+0000,"With the state’s primary on Tuesday, speakers at a gathering in Dearborn, Mich., pushed voters to cast a ballot for “uncommitted” in objection to President Biden’s handling of the Israel-Hamas war.","Two days before the Michigan Democratic primary, speakers at a rally on Sunday in Dearborn, Mich., urged voters to withhold their support from President Biden over his policy on the war in Gaza — and said that only Mr. Biden and Democrats who support his Israel policies would be to blame if the protest vote helped former President Donald J. Trump win in November.",,The New York Times
"Voters Doubt Biden’s Leadership and Favor Trump, Times/Siena Poll Finds",https://www.nytimes.com/2024/03/02/us/politics/biden-trump-times-siena-poll.html,2024-03-02T10:03:36+0000,"The share of voters who strongly disapprove of President Biden’s handling of his job has reached 47 percent, higher than in Times/Siena polls at any point in his presidency.","President Biden is struggling to overcome doubts about his leadership inside his own party and broad dissatisfaction over the nation’s direction, leaving him trailing behind Donald J. Trump just as their general-election contest is about to begin, a new poll by The New York Times and Siena College has found.",,The New York Times
Penn Trustees Meeting Is Cut Short After Students Protest Over War in Gaza,https://www.nytimes.com/2024/03/01/us/upenn-student-protest-gaza.html,2024-03-01T21:01:33+0000,The meeting was abruptly adjourned about 10 minutes in after a demonstration by pro-Palestinian students protesting the university’s ties with Israel.,"A board of trustees meeting at the University of Pennsylvania was disrupted on Friday by a group of pro-Palestinian students protesting the school’s involvement with Israel, prompting the trustees to adjourn the meeting about 10 minutes after it started.",,The New York Times
International Condemnations of Killings Near Gaza Aid Convoy Multiply,https://www.nytimes.com/2024/03/01/world/middleeast/gaza-aid-convoy-israel-condemnations.html,2024-03-01T16:52:49+0000,"The British foreign secretary and the governments of India, South Africa and Brazil were among those denouncing the melee surrounding an aid convoy in northern Gaza that left scores of Palestinians dead.","More governments issued condemnations on Friday after the deadly melee surrounding an aid convoy in northern Gaza, where scores of Palestinians were killed as Israeli forces opened fire in an incident whose precise details remain unclear.",,The New York Times
Gaza Aid Declined Significantly in February,https://www.nytimes.com/2024/03/01/world/middleeast/gaza-aid-decline.html,2024-03-01T12:25:05+0000,The deaths of dozens of people amid a rush for aid trucks in Gaza City showed the degree of hunger in the territory.,"The number of aid trucks entering Gaza dropped significantly in February, data shows, even as humanitarian leaders warned of famine and demanded that Israel and others increase aid to civilians trapped in the enclave. ",,The New York Times
"Crowds Gather for Navalny’s Funeral, and Gazans Killed Near Aid Convoy",https://www.nytimes.com/2024/03/01/podcasts/navalny-funeral-gaza-aid-convoy.html,2024-03-01T11:01:53+0000,"Plus, a federal court blocks a Texas border law.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
Cease-Fire Demand Grows Amid Questions Around Gaza Aid Convoy Deaths,https://www.nytimes.com/2024/03/01/world/middleeast/gaza-convoy-israel-ceasefire.html,2024-03-01T08:18:19+0000,The Israeli military and Gazan officials have offered diverging accounts of one of the deadliest known disasters involving civilians in the nearly five-month war.,World leaders on Friday intensified their demands on Israel to get more aid into Gaza and provide more answers about the deaths of scores of Palestinians in a scene of chaos surrounding a humanitarian convoy its forces were securing.,,The New York Times
Jewish Students Describe Facing Antisemitism on Campus to Members of Congress,https://www.nytimes.com/2024/03/01/us/antisemitism-campus-jewish-students.html,2024-03-01T10:04:52+0000,"At a discussion led by a House panel, students criticized their universities for not cracking down on antisemitism. An antiwar group pointed out that Muslim and Arab students are facing harassment, too.","Nine Jewish students from prominent universities told members of Congress on Thursday that they feel unsafe on campus, but that their complaints of antisemitism had been waved away by university administrations.",,The New York Times
"‘This Is for Gaza’: George Galloway, Leftist Firebrand, Wins U.K. Seat",https://www.nytimes.com/2024/02/29/world/europe/george-galloway-rochdale-by-election.html,2024-03-01T02:56:38+0000,"As the Mideast conflict reverberates through British politics, the politician with a history of inflammatory statements about Israel won a special election in northern England.","As he celebrated victory early Friday after winning a parliamentary election, George Galloway, a veteran left-wing firebrand, directed his attack squarely at the leader of Britain’s opposition Labour Party.",,The New York Times
N.Y.C. Protest Calling for Gaza Cease-Fire Targets Pro-Israel Senators,https://www.nytimes.com/2024/02/22/nyregion/aipac-gaza-protest-nyc.html,2024-02-23T00:49:43+0000,"Demonstrators marched to the Manhattan headquarters of the lobbying group AIPAC, then to the offices of senators who have accepted donations from the group, where some were arrested.","More than a dozen people were arrested Thursday evening during a peaceful pro-Palestinian protest inside a Manhattan building where Senators Chuck Schumer and Kirsten Gillibrand, Democrats of New York, have offices.",,The New York Times
"‘October Rain,’ Israel’s Proposed Eurovision Entry, Causes a Storm",https://www.nytimes.com/2024/02/22/arts/music/october-rain-israel-eurovision.html,2024-02-22T16:34:40+0000,"Almost nobody has heard the song, but some social media users see it as a reference to the Hamas-led attacks of Oct. 7, and so too political for Eurovision.","A song called “October Rain” might simply be a ballad about dreary fall weather. But in the charged atmosphere following the Hamas-led attacks on Israel of Oct. 7, the title could also signal a lament about that tragedy, or a rallying call to stand firm against terrorism.",,The New York Times
Pro-Israel Group Aims to Help Biden in Michigan Amid Gaza Unrest,https://www.nytimes.com/2024/02/23/us/politics/israel-biden-michigan-gaza.html,2024-02-23T18:10:05+0000,The political arm of Democratic Majority for Israel is running a digital ad that does not mention the Gaza conflict but warns that voting “uncommitted” in the state’s primary will help Donald Trump.,"As President Biden’s aides and allies brace themselves for a potential electoral backlash in Michigan’s primary election over his Gaza policy, reinforcements are arriving from a pro-Israel outside group.",,The New York Times
"Why a Small Special Election in Rochdale, England, Has Big Chaos Vibes",https://www.nytimes.com/2024/02/29/world/europe/rochdale-by-election-george-galloway.html,2024-02-29T15:46:04+0000,"Voters are going to the polls in a district near Manchester to choose a new member of Parliament, and the leading candidate is a fedora-wearing leftist firebrand.",Update: George Galloway was declared the winner when results were announced in the early hours of Friday.,,The New York Times
"Biden’s Gaza Challenge Will Persist, but Michigan May Have Been Unique",https://www.nytimes.com/2024/02/28/us/politics/biden-gaza-michigan.html,2024-02-28T20:48:28+0000,"Democratic unease with the president’s handling of the Mideast war will continue to trail him, but his allies hope that no other state on the primary calendar will present the same challenges.",Follow live updates on Trump and Haley after Super Tuesday.,,The New York Times
Syria Blames Israel for Deadly Airstrike in Damascus,https://www.nytimes.com/2024/02/21/world/middleeast/israel-airstrike-damascus-syria.html,2024-02-21T11:36:37+0000,"Israel did not comment on the attack, though it has acknowledged hundreds of past strikes on Iran-linked targets in Syria.","Syrian state media reported on Wednesday that an airstrike on a residential building in Damascus had killed two people, and said that Israel was responsible for the attack.",,The New York Times
What Does the Uncommitted Vote in Michigan Mean for 2024?,https://www.nytimes.com/2024/02/28/upshot/michigan-primary-biden-2024.html,2024-02-28T07:07:08+0000,The share of Arab American and Muslim voters is small but could be decisive in a close race.,"In Tuesday night’s results in Michigan, around one in eight Democrats voted “uncommitted” in the Democratic primary — a protest of the Biden administration’s policies toward Israel and the war in Gaza.",,The New York Times
Michigan Primary Takeaways: ‘Uncommitted’ Makes Itself Heard,https://www.nytimes.com/2024/02/28/us/politics/michigan-primary-biden-trump.html,2024-02-28T06:49:32+0000,"President Biden endured a protest vote, Donald Trump fended off Nikki Haley again, and both may face challenges with their party coalitions as they start to look toward November.",Joseph R. Biden Jr. and Donald J. Trump won Michigan’s primary elections on Tuesday as the president and his predecessor hurtle toward a rematch in November.,,The New York Times
Stranded in Rafah as an Israeli Invasion Looms,https://www.nytimes.com/2024/02/20/podcasts/the-daily/rafah-israel-gaza.html,2024-02-20T11:00:10+0000,Two Gazans on life in the territory’s southernmost city.,This episode contains strong language and descriptions of war.,,The New York Times
Michigan Voters Talk About How the War in Gaza Factored Into Their Decision,https://www.nytimes.com/2024/02/27/us/politics/michigan-voters-gaza-uncommitted.html,2024-02-28T04:37:29+0000,"“I want a cease-fire,” said an 18-year-old who voted for “uncommitted” in the Democratic primary to register discontent with President Biden’s handling of the war in Gaza.","When Tuesday began, Mohanad Gazzaley, 18, was not registered to vote, and he had not previously heard of the campaign to vote “uncommitted” in protest of President Biden’s handling of the war in Gaza. Then, standing on the stoop of his parents’ home in Hamtramck, a Detroit suburb, he talked in the early afternoon with a canvasser from the Detroit chapter of the Democratic Socialists of America.",,The New York Times
Israel Joins Cease-Fire Talks in Paris,https://www.nytimes.com/2024/02/23/world/middleeast/israel-war-ceasefire-talks.html,2024-02-22T12:18:09+0000,"An Israeli delegation was meeting with officials from Egypt, Qatar and the United States, the latest attempt to advance a deal for a cease-fire and the release of hostages.","An Israeli delegation arrived in Paris on Friday for talks with senior officials from Egypt, Qatar and the United States, the latest attempt to advance a deal for a cease-fire with Hamas and the release of hostages held in Gaza, an Israeli official said on Friday.",,The New York Times
"Israeli Raid in West Bank City of Jenin Kills 3, Military Says",https://www.nytimes.com/2024/02/21/world/middleeast/israel-jenin-raid.html,2024-02-21T10:03:12+0000,The Israeli military said its latest deadly raid targeted “terrorism” and was part of a broader operation in the Israeli-occupied territory.,"Israeli forces killed three people and detained at least 14 others in an overnight raid in the West Bank city of Jenin, the Israeli military said on Wednesday.",,The New York Times
The Voters Willing to Abandon Biden Over Gaza,https://www.nytimes.com/2024/02/27/podcasts/the-daily/biden-gaza-voters.html,2024-02-27T11:00:13+0000,Michigan’s primary election will be a test of Democratic anger over the president’s position on Israel.,"In the past few weeks, activists in Michigan have begun calling voters in the state, asking them to protest President Biden’s support for the Israeli military campaign in Gaza by not voting for him in the Democratic primary.",,The New York Times
Biden Faces ‘Uncommitted’ Vote in Michigan’s Primary. Here’s What to Watch.,https://www.nytimes.com/2024/02/27/us/politics/michigan-primary-biden-trump.html,2024-02-27T05:01:20+0000,"A protest vote against President Biden’s policies on Israel will show the extent of Democratic divisions, while Donald Trump is favored to win again as Nikki Haley presses on.","When President Biden made Michigan one of the first states on the Democratic Party’s presidential nominating calendar, he increased the political influence of a populous, diverse battleground state.",,The New York Times
Biden Says He’s Hopeful for a Gaza Cease-Fire Within a Week,https://www.nytimes.com/2024/02/26/us/politics/biden-israel-gaza-cease-fire.html,2024-02-26T23:02:53+0000,The president offered a positive assessment of negotiations aimed at halting Israel’s military operations in exchange for the release of hostages held by Hamas.,President Biden said on Monday that he believed negotiators were nearing an agreement that would halt Israel’s military operations in Gaza within a week in exchange for the release of at least some of the more than 100 hostages being held by Hamas.,,The New York Times
Co-Chair of Harvard Antisemitism Task Force Resigns,https://www.nytimes.com/2024/02/26/us/raffaella-sadunco-harvard-antisemitism.html,2024-02-26T21:10:16+0000,Professor Raffaella Sadun’s departure from the task force is a setback for a group set up to propose ways for Harvard to address antisemitism on campus.,"The co-chair of a task force set up by Harvard University to combat antisemitism resigned on Sunday, the second high-profile resignation in the university’s efforts to address complaints that Jewish students have felt increasingly uncomfortable on campus since the Hamas attack of Oct. 7.",,The New York Times
A Biden Ally Wades Into the Divide Over Gaza and Emerges With a Warning,https://www.nytimes.com/2024/02/26/us/politics/michigan-ro-khanna-biden-election.html,2024-02-26T20:27:13+0000,"After days of meetings with disaffected Democrats in Michigan, Representative Ro Khanna says President Biden cannot win the state without changes to his Middle East policy.","In the run-up to Michigan’s presidential primary on Tuesday, President Biden has stayed out of the state, where he is facing a campaign from liberal activists frustrated with his enduring support for Israel in the war in Gaza.",,The New York Times
Jeffries Weighs How to Force Ukraine Aid Vote While Keeping Democrats United,https://www.nytimes.com/2024/02/26/us/politics/hakeem-jeffries-ukraine-israel-house.html,2024-02-26T16:57:11+0000,The House Democratic leader is facing a critical test of whether he can hold his party together long enough to force a vote on an aid package for Ukraine amid progressive opposition to its funding for Israel.,"The stalemate on Capitol Hill over sending vital military aid to Ukraine is posing a critical test for Representative Hakeem Jeffries, the New York Democrat and minority leader, who may hold the only remaining key to overcoming Republican opposition.",,The New York Times
"Brazil’s President Lula Recalls Ambassador to Israel, Escalating Dispute",https://www.nytimes.com/2024/02/19/world/middleeast/brazil-israel-war-lula-ambassador.html,2024-02-19T20:16:45+0000,The Israeli foreign minister said Mr. Lula was not welcome in the country until he took back remarks comparing Israeli actions in the war against Hamas to the Holocaust.,"President Luiz Inácio Lula da Silva of Brazil recalled his ambassador to Israel on Monday, as tensions escalated between the countries over the Brazilian leader’s sharp remarks against Israel’s war on Hamas.",,The New York Times
"The Case That Could Change Social Media, and an Evacuation Plan for Parts of Gaza",https://www.nytimes.com/2024/02/26/podcasts/free-speech-social-media-rafahs-biden.html,2024-02-26T11:02:19+0000,"Plus, Flaco the owl honored in N.Y.C.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
Israeli Rape-Crisis Group Report Finds ‘Systematic’ Sexual Violence on and After Oct. 7,https://www.nytimes.com/2024/02/21/world/middleeast/israel-hamas-sexual-violence-report.html,2024-02-21T22:13:10+0000,Israeli activists and their allies have expressed frustration at international organizations like the United Nations for slow responses to such reports.,An Israeli organization that supports survivors of sexual abuse released a report on Wednesday concluding that acts of sexual violence against Israelis during and after the Hamas-led attack on Oct. 7 were “systematic and widespread.”,,The New York Times
Israeli Military Releases Videos It Says Shows Bibas Family Members in Captivity on Oct. 7,https://www.nytimes.com/2024/02/20/world/middleeast/bibas-family-israel-hamas-gaza.html,2024-02-20T16:11:24+0000,"“When we saw the video, it really tore our hearts out,” the sister of one of the hostages said. Hamas has said three members of the family died in an Israeli airstrike; Israel has not confirmed the report.",Relatives of an Israeli mother and child who appeared to be shown in captivity in Gaza in newly released videos from the day of the Hamas-led attack said Tuesday they hoped the footage would call attention to the urgency of freeing the hostages. ,,The New York Times
"As the Election Comes Into Focus, Pressure Builds in the West Wing",https://www.nytimes.com/2024/02/26/us/politics/biden-election-pressure-west-wing.html,2024-02-26T08:00:21+0000,"The presidency has always been a pressure cooker, but some in the Biden administration see wars, age, family stress and another race against Donald J. Trump combining with unusual force.","A former adviser to President Biden has compared life in the White House to dog years: Every day feels like a week, every year like seven. And then there are times like these when it can feel as though an entire term plays out every few days.",,The New York Times
"Netanyahu Says Hostage Deal Would Delay, but Not Stop Rafah Invasion",https://www.nytimes.com/2024/02/25/world/middleeast/netanyahu-hostage-deal-rafah.html,2024-02-25T22:07:58+0000,The Israeli leader reiterated plans for a military operation in the southern Gaza city that he says is essential to eliminating Hamas.,"Prime Minister Benjamin Netanyahu of Israel said on Sunday that progress toward a deal for a temporary cease-fire and the release of some hostages held in Gaza would require Hamas to soften its demands, while asserting that any agreement would delay, but not ultimately prevent, an Israeli ground invasion of Rafah.",,The New York Times
Brazil’s President Angers Israel After Comparing War in Gaza to the Holocaust,https://www.nytimes.com/2024/02/18/world/middleeast/brazil-lula-israel-gaza-holocaust.html,2024-02-18T21:46:17+0000,Israel said it had asked for a meeting with the Brazilian ambassador.,"Brazil’s president, Luiz Inácio Lula da Silva, drew the ire of Israeli authorities on Sunday after he compared Israel’s actions in the war against Hamas to the Holocaust, in which Nazis killed six million Jews in a systematic roundup in Europe during World War II.",,The New York Times
The Artist Whose Oct. 7 Series ‘Attracts Fire’,https://www.nytimes.com/2024/02/18/arts/design/zora-cherassky-jewish-museum-artist.html,2024-02-18T18:43:43+0000,"Seismic world events in Ukraine and the Middle East draw Zoya Cherkassky’s highly personal responses. “There was nothing to be ironic about,” she said.","It was just 10 days after the Oct. 7 attack in Israel when the artist Zoya Cherkassky posted a drawing on her Instagram account. The drawing, “7 Oct. 2023,” depicts three generations of a family seemingly in hiding, the mother covering her baby’s mouth to keep it quiet; all stare desperately at the viewer, their horror unmasked. Above them a solitary lightbulb emits jagged illumination — a direct quotation from Picasso’s “Guernica,” the totemic Modernist depiction of war’s horrors.",,The New York Times
"Israel Was Behind Attacks on Major Gas Pipelines in Iran, Officials Say",https://www.nytimes.com/2024/02/16/world/middleeast/iran-israel-attacks-gas-pipelines.html,2024-02-16T20:34:08+0000,"The sabotage, which analysts said marked an escalation in the shadow war between Israel and Iran, caused sweeping disruption in several provinces.","Israel carried out covert attacks on two major natural gas pipelines inside Iran this week, disrupting the flow of heat and cooking gas to provinces with millions of people, according to two Western officials and a military strategist affiliated with Iran’s Revolutionary Guards Corps.",,The New York Times
Biden Lawyers Wrestle With Lack of Congressional Blessing for Houthi Conflict,https://www.nytimes.com/2024/02/22/us/politics/biden-congress-houthi-conflict.html,2024-02-23T00:39:04+0000,"Civilian prosecutors took custody of 14 wartime detainees, and an official asserted that a key part of the War Powers Resolution did not apply.","The large-scale military strikes the United States has directed at the Houthis, an Iran-backed militant group in Yemen that has disrupted shipping in the Red Sea, has forced the Biden administration to wrestle over what it can do without congressional approval.",,The New York Times
"Kamala Harris Pushes Abortion Rights in Michigan, With Gaza Anger as Backdrop",https://www.nytimes.com/2024/02/22/us/politics/kamala-harris-abortion-rights-michigan.html,2024-02-22T22:26:07+0000,"During a quiet visit before the state’s primary, the vice president spoke to a small group about a subject that is far more comfortable for Democrats than the Mideast war.","Vice President Kamala Harris has emerged as a leading Democratic defender of abortion rights, a potent campaign issue for her party, and on Thursday she brought her message to Michigan before the state’s presidential primary next week — her third trip so far this year to a battleground state to talk about abortion.",,The New York Times
Shooting Near a West Bank Checkpoint Kills at Least 1,https://www.nytimes.com/2024/02/22/world/middleeast/israel-west-bank-checkpoint-shooting.html,2024-02-22T09:17:06+0000,"Three Palestinians used automatic weapons to fire from a car toward a traffic jam at the checkpoint, on a highway between a large Israeli settlement and Jerusalem, the Israeli police said.",A shooting near a checkpoint in the Israeli-occupied West Bank killed at least one person and injured several others Thursday morning.,,The New York Times
Will Biden’s Gaza Stance Hurt Him in 2024? Michigan Is the First Test.,https://www.nytimes.com/2024/02/22/us/politics/biden-michigan-gaza.html,2024-02-22T10:04:19+0000,"With the state’s primary election set to gauge Democratic anger over the president’s position on Israel, some of his supporters worry about lasting political fallout.","For months, anger within the Democratic Party over President Biden’s support for Israel in the war in Gaza has been building. Protesters have shouted through his campaign events, marched outside the White House and vilified him as “Genocide Joe” on social media.",,The New York Times
"Israelis Enter Gaza Hospital, and Super Bowl Parade Shooting",https://www.nytimes.com/2024/02/15/podcasts/super-bowl-shooting-gaza.html,2024-02-15T11:00:02+0000,"Plus, Russian advances on space-based nuclear weapon.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
Lebanon’s State Media Says Israeli Strikes There Killed 10 Civilians,https://www.nytimes.com/2024/02/15/world/middleeast/lebanon-death-toll-israeli-strikes.html,2024-02-15T11:14:41+0000,"The death toll Wednesday was the highest in months of cross-border fighting, and amplified fears that the cross-border clashes could escalate into a full-fledged war.","Israel’s military launched new attacks on targets in Lebanon on Thursday, a day after its strikes in southern Lebanon that according to Lebanese state media killed at least 10 civilians, the most in months of cross-border fighting.",,The New York Times
New Freighters Could Ease Red Sea Cargo Disruptions,https://www.nytimes.com/2024/02/22/business/economy/global-shipping-red-sea-houthi-attacks.html,2024-02-22T05:01:06+0000,Analysts and shipping executives say they expect costs to fall later this year as companies receive vessels they ordered two to three years ago.,"After the Houthi militia started attacking container ships in the Red Sea last year, the cost of shipping goods from Asia soared by over 300 percent, prompting fears that supply chain disruptions might once again roil the global economy.",,The New York Times
"War and Illness Could Kill 85,000 Gazans in 6 Months",https://www.nytimes.com/2024/02/21/health/israel-gaza-war-deaths.html,2024-02-21T19:02:54+0000,"Even under the most optimistic scenario, an immediate cease-fire, an additional 6,500 Gazans could perish, scientists estimated.","An escalation of the war in Gaza could lead to the deaths of 85,000 Palestinians from injuries and disease over the next six months, in the worst of three situations that prominent epidemiologists have modeled in an effort to understand the potential future death toll of the conflict.",,The New York Times
Hundreds Flee Southern Gaza Hospital After Israel Orders Evacuation,https://www.nytimes.com/2024/02/14/world/middleeast/nasser-hospital-gaza-israel-evacuation.html,2024-02-14T15:11:25+0000,The Israeli military threatened to take action to stop what it called Hamas activity at Nasser Medical Complex in Khan Younis.,"Hundreds of displaced Palestinians were fleeing a major hospital in the Gaza Strip on Wednesday, according to doctors and videos from the scene, after Israeli forces ordered them to leave and threatened military action to stop what it said was Hamas activity at the hospital.",,The New York Times
"Where Hostage Families and Supporters Gather, for Solace and Protest",https://www.nytimes.com/2024/02/21/world/europe/israel-gaza-war-hostages-plaza.html,2024-02-21T05:01:23+0000,"A plaza in Tel Aviv has become a home away from home. “If I don’t know what to do, I come here,” one relative said.","A week after Hamas-led terrorists stormed his kibbutz and kidnapped his wife and three young children, Avihai Brodutch planted himself on the sidewalk in front of army headquarters in Tel Aviv holding a sign scrawled with the words “My family’s in Gaza,” and said he would not budge until they were brought home.",,The New York Times
"Protesting Biden, Gaza Supporters Warn, ‘Don’t Blame Us’ if You Lose",https://www.nytimes.com/2024/02/20/us/politics/biden-uncommitted-protest-vote-michigan.html,2024-02-21T02:04:21+0000,"At the University of Michigan, a demonstration against President Biden’s stance on Israel showed his critics’ passion but was light on numbers.","About 100 people turned out on Tuesday at the University of Michigan to urge Democrats to reject President Biden in the state’s primary election, a political gathering that illustrated both the passion and the limits of the effort to pressure him into calling for Israel to stop waging war in Gaza.",,The New York Times
"At Harvard, Some Wonder What It Will Take to Stop the Spiral",https://www.nytimes.com/2024/02/20/us/harvard-antisemitism.html,2024-02-20T20:48:09+0000,"At a summit of university presidents, the talk was about Harvard and its plummeting reputation.","When 70 university presidents gathered for a summit at the end of January, the topic on everyone’s mind was the crisis at Harvard.",,The New York Times
Prince William Calls for End to Gaza Fighting ‘as Soon as Possible’,https://www.nytimes.com/2024/02/20/world/middleeast/prince-william-israel-hamas-gaza-statement.html,2024-02-20T14:21:12+0000,"In a measured public statement, the heir to the British throne said that “too many have been killed” in the war between Israel and Hamas.","Prince William, the heir to the British throne, called on Tuesday for an end to the fighting in Gaza as soon as possible in a rare, if measured, public statement on the bloody conflict between Israel and Hamas.",,The New York Times
Israel Orders Evacuation of Southern Gaza Hospital Where Thousands Are Sheltering,https://www.nytimes.com/2024/02/14/world/middleeast/nasser-hospital-evacuate-gaza.html,2024-02-13T16:35:02+0000,"The Israeli military accused Hamas of operating from Nasser Hospital, but did not provide evidence. Past Israeli orders to evacuate hospitals have preceded military raids.","Israeli forces have ordered Palestinians sheltering at one of the last functioning hospitals in Gaza to evacuate from the complex, raising fears that troops will attempt to storm a facility crowded with thousands of people, some of whom have been shot at as they tried to flee, according to doctors there.",,The New York Times
"A U.S. Cease-Fire Proposal, and Navalny’s Widow’s Pledge",https://www.nytimes.com/2024/02/20/podcasts/gaza-ceasefire-navalny-widow.html,2024-02-20T11:00:10+0000,"Plus, satellites could soon be looking right at you.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
"Israel Strikes Rafah, and a Super Bowl Surprise",https://www.nytimes.com/2024/02/12/podcasts/israel-rafah-super-bowl.html,2024-02-12T11:00:02+0000,"Plus, Trump rattles NATO.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
Dutch Court Moves to Block Export of Fighter Jet Parts to Israel,https://www.nytimes.com/2024/02/12/world/middleeast/fighter-jet-israel-netherlands.html,2024-02-12T14:58:00+0000,"The move reflected mounting alarm over the civilian toll of Israel’s war in Gaza, but was unlikely to have an immediate effect on the military campaign.","A court in the Netherlands on Monday ordered the Dutch government to stop exporting parts for F-35 fighter jets to Israel, a move that reflected mounting alarm over the heavy civilian toll of Israel’s war in Gaza but was unlikely to have an immediate effect on the military campaign.",,The New York Times
Hezbollah Attack Injures 2 Israelis Amid Fresh Push to Reduce Tensions,https://www.nytimes.com/2024/02/13/world/middleeast/hezbollah-israel-strikes-talks.html,2024-02-13T13:15:26+0000,Diplomats said France had presented a proposal aimed at ending the strikes and skirmishes along the border between Israel and Lebanon.,"Hezbollah, the Lebanese militia, fired missiles into northern Israel on Tuesday that injured at least two people, emergency officials said, amid a fresh diplomatic push to end months of clashes along the border.",,The New York Times
"A Left-vs.-Left House Battle, Funded by a Split Over Israel",https://www.nytimes.com/2024/02/12/us/politics/cori-bush-aipac.html,2024-02-12T20:15:40+0000,"Wesley Bell, a leader in the progressive prosecutors movement, will take on Representative Cori Bush of Missouri, in St. Louis.",The St. Louis County prosecutor challenging Representative Cori Bush for her House seat in Missouri began his day Thursday being interviewed by a prominent Black radio personality in St. Louis.,,The New York Times
Houthis Say They Shot Down a U.S. Drone Off Yemen,https://www.nytimes.com/2024/02/19/us/politics/houthis-us-drone.html,2024-02-19T16:55:54+0000,The downing of the Reaper drone is another escalation of violence between the United States and Iran-backed groups.,"The Pentagon is investigating the cause of a crash of an American military surveillance drone off the coast of Yemen on Monday morning, two U.S. officials said.",,The New York Times
"Russia Cracks Down on Navalny Mourners, and Trump’s $400 Sneakers",https://www.nytimes.com/2024/02/19/podcasts/navalny-russia-un-israel.html,2024-02-19T11:00:07+0000,"Plus, U.N. Court Considers Israel","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
U.S. Strike Killed Afghans Recruited to Fight for Iran,https://www.nytimes.com/2024/02/19/world/middleeast/us-strike-afghans-iran.html,2024-02-19T10:04:08+0000,Refugees who joined the largely overlooked Fatemiyoun Brigade to battle for Shiite Islam and escape crushing poverty had become a force in Tehran’s proxy wars.,"It was a memorial for the “martyrs” killed when the U.S. struck military bases in Syria, according to Iranian state television.",,The New York Times
Ukraine-Israel Aid Bill Clears Critical Hurdle in the Senate,https://www.nytimes.com/2024/02/11/us/republican-senators-ukraine-israel-bill.html,2024-02-11T10:01:26+0000,"The bipartisan vote to advance the measure put it on track for passage, but its fate in the House remains uncertain amid stiff G.O.P. opposition, egged on by former President Donald J. Trump.","The Senate on Sunday pushed a $95 billion emergency aid bill for Ukraine and Israel past a critical hurdle, with a bipartisan vote that kept it on track for passage within days.",,The New York Times
Ukraine Aid Bill Faces Hurdles in the House Amid G.O.P. Opposition,https://www.nytimes.com/2024/02/13/us/politics/ukraine-aid-bill-house.html,2024-02-13T20:38:45+0000,"Speaker Mike Johnson has indicated he won’t put the Senate legislation to a vote in the House, leaving proponents scrambling to find a path to passage.","A buzz saw of Republican opposition in the House is threatening to kill the $95 billion aid package for Ukraine and Israel that the Senate overwhelmingly passed early Tuesday, leaving proponents of the emergency aid legislation scrounging for unorthodox ways to push the bill over the finish line.",,The New York Times
